"TOA5","4954","CR300","4954","CR310-CELL200.Std.10.07","CPU:OULAD_AYAD_MTO.CR300","61340","DATA_1j"
"TIMESTAMP","RECORD","Batterie","Temperature","Temperature_Min","Temperature_Max","Humidite","Humidite_Min","Humidite_Max","Temp_rosee","Temp_rosee_Min","Temp_rosee_Max","Vitesse","Direction","Dir_Ecart_type","Rafale","Temps_Rafale","Dir_Rafale","Rayonnement","Durree_Insolation","Pluie","ET0"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","%","%","Deg C","Deg C","Deg C","m/s","Deg","Deg","m/s","m/s","degrees","kJ/m^2","hr","mm","mm"
"","","Min","Avg","Min","Max","Avg","Min","Max","Avg","Min","Max","WVc","WVc","WVc","Max","TMx","Smp","Smp","Smp","Tot","Smp"
"2023-11-16 23:59:00",330,12.61,20.14,11.13,31.28,41.4,18.87,68.62,5.589,3.867,9.12,0.773,174.1,81.3,2.82,"2023-11-16 15:45:00",3,13970.37,8.78,0,2.658
"2023-11-17 23:59:00",331,12.58,19.79,9.34,30.65,39.77,16.99,72.61,4.329,1.697,7.591,0.728,193.6,77.41,2.43,"2023-11-17 13:30:00",335,13996.25,8.78,0,2.62
"2023-11-18 23:59:00",332,12.6,18.81,9.05,30.4,39.65,16.54,68.09,3.363,0.749,7.109,0.859,201.2,65.7,2.87,"2023-11-18 15:51:00",326,13891.46,8.77,0,2.684
"2023-11-19 23:59:00",333,12.57,18.68,9.23,29.8,39.34,17.55,66.45,3.311,1.154,6.701,0.698,176,72.49,2.72,"2023-11-19 16:08:00",318,13181.49,8.38,0,2.488
"2023-11-20 23:59:00",334,12.56,18.68,9.09,28.63,39.45,19.61,68.05,3.571,1.543,7.161,0.751,186,78.48,2.5,"2023-11-20 14:38:00",119,13246.79,8.62,0,2.476
"2023-11-21 23:59:00",335,12.59,15.45,8.61,23.76,49.84,31.55,69.75,4.636,1.64,8.18,0.782,211.6,66.16,3.31,"2023-11-21 22:48:00",276,10886.49,8.03,0,1.866
"2023-11-22 23:59:00",336,12.59,14.01,10.06,20.02,73.77,45.6,96.6,9.05,5.562,11.98,0.848,215.1,74.7,2.92,"2023-11-22 06:19:00",286,10488.97,7.533,0,1.667
"2023-11-23 23:59:00",337,12.57,12.62,5.795,21.13,68.85,39.98,95.2,6.455,4.274,9.02,0.762,182.1,80.4,3.12,"2023-11-23 15:00:00",328,13225.11,8.52,0,2.095
"2023-11-24 23:59:00",338,12.62,13.09,5.34,22.16,59.66,30.98,89.3,4.599,2.539,7.17,0.871,194.1,78.48,4.49,"2023-11-24 15:14:00",318,13129.12,8.4,0,2.257
"2023-11-25 23:59:00",339,12.56,12.48,5.098,19.29,59.74,41.03,85.8,4.547,2.183,6.799,0.668,182.6,75.02,2.41,"2023-11-25 11:40:00",332,9065.592,8.32,0,1.459
"2023-11-26 23:59:00",340,12.58,12.57,4.472,21.78,60.16,31.73,89.6,4.171,2.064,6.522,0.812,190.2,78.7,2.84,"2023-11-26 10:54:00",339,13015.58,8.47,0,2.098
"2023-11-27 23:59:00",341,12.57,12.98,3.552,23.61,52.55,23.34,86.9,2.231,-0.08,5.353,0.733,182.6,76.39,2.41,"2023-11-27 14:02:00",74,12743.57,8.47,0,2.124
"2023-11-28 23:59:00",342,12.59,14.23,6.572,23.33,47.75,25.11,73.71,2.492,0.477,4.691,0.822,200,65.26,3.1,"2023-11-28 15:23:00",345,12704.99,8.1,0,2.193
"2023-11-29 23:59:00",343,12.55,13.54,5.18,21.89,62.05,37.88,92,5.924,3.21,9.37,0.751,179.9,79.01,2.56,"2023-11-29 14:10:00",331,12677.3,8.37,0,2.042
"2023-11-30 23:59:00",344,12.59,14.27,6.047,24.09,59.35,31.9,87.7,5.652,3.608,7.673,0.77,164.9,80.6,3.18,"2023-11-30 13:58:00",143,10911.8,7.8,0,1.798
"2023-12-01 23:59:00",345,12.59,14.38,7.118,20.88,56.39,33.32,74.91,5.481,1.186,10.24,0.852,198.7,77.47,3.05,"2023-12-01 10:28:00",255,5897.298,5.283,0,1.225
"2023-12-02 23:59:00",346,12.6,13.72,9.63,19.2,81.2,50.22,97.8,10.23,6.119,12.61,0.816,327,99.2,3.34,"2023-12-02 05:56:00",120,9345.621,6.917,2.1,1.442
"2023-12-03 23:59:00",347,12.6,12.05,4.047,21.04,76.17,43.39,98.8,7.456,3.745,10.3,0.648,151.3,88.1,2.34,"2023-12-03 15:28:00",109,12968.33,8.45,0,1.967
"2023-12-04 23:59:00",348,12.58,13.87,5.674,25.46,64.77,26.73,92.2,6.281,3.917,9.9,0.752,173.3,71.96,3.08,"2023-12-04 16:04:00",322,12487.33,8,0,2.131
"2023-12-05 23:59:00",349,12.57,14.95,8.6,21.98,61.96,35.09,83.3,7.398,4.548,11.17,0.933,191.9,78.13,6.93,"2023-12-05 23:27:00",189,4618.34,3.583,0,1.121
"2023-12-06 23:59:00",350,12.64,16.94,10.97,21.51,72.33,53.22,92.8,11.77,9.26,13.57,1.958,238.1,63.56,7.35,"2023-12-06 14:30:00",346,10222.58,7.083,0.2,2.066
"2023-12-07 23:59:00",351,12.66,13.83,7.198,22.33,80.6,50.73,98.5,10.22,6.858,12.57,0.849,230.4,64.88,3.72,"2023-12-07 16:33:00",255,9853.073,7,0,1.55
"2023-12-08 23:59:00",352,12.6,15.9,8.04,25.7,71.33,27.61,98.6,9.6,5.271,12.41,0.748,125.1,86.9,2.7,"2023-12-08 14:12:00",10,11949.73,8.02,0,1.992
"2023-12-09 23:59:00",353,12.6,15.96,7.268,26.93,62.26,24.28,95.5,6.997,2.414,11.1,0.887,114.4,77.17,4.91,"2023-12-09 14:45:00",73,11433.38,7.5,0,2.218
"2023-12-10 23:59:00",354,12.61,17.73,8.65,27.83,51.33,29.68,76.48,6.938,3.993,9.99,0.781,163.2,80.3,2.57,"2023-12-10 15:05:00",124,12327.79,8.22,0,2.217
"2023-12-11 23:59:00",355,12.61,18.11,9.26,29.35,50.17,22.9,77.07,6.496,4.612,10.57,0.743,165.6,73.52,2.72,"2023-12-11 12:31:00",355,11841.27,7.9,0,2.159
"2023-12-12 23:59:00",356,12.63,16.96,10.14,24.79,57.84,33.16,79.98,8.14,4.753,11.47,0.867,211.2,74.2,3.37,"2023-12-12 15:26:00",254,9532.337,7.783,0,1.715
"2023-12-13 23:59:00",357,12.62,15.81,8.98,23.85,63.73,33.48,91.1,8.24,5.759,10.27,0.846,200,74.31,3.44,"2023-12-13 10:23:00",129,12182.55,8.17,0,2.127
"2023-12-14 23:59:00",358,12.64,14.29,7.097,21.96,67.25,35.21,93.1,7.608,0.463,10.9,0.769,94.6,91,4.13,"2023-12-14 16:36:00",73,12412.74,8.23,0,2.041
"2023-12-15 23:59:00",359,12.58,11.8,3.331,22.41,57.23,29.13,84.2,2.818,0.317,5.155,0.732,179.6,76.76,2.52,"2023-12-15 12:36:00",43,12585.92,8.28,0,1.99
"2023-12-16 23:59:00",360,12.57,13.41,5.108,24.65,47.73,21.16,79.7,1.296,-2.366,3.849,0.684,148.4,79.29,2.33,"2023-12-16 23:40:00",337,12458.68,8.27,0,2.112
"2023-12-17 23:59:00",361,12.54,12.8,2.674,23.07,39.65,16.77,72.13,-1.726,-4.772,2.791,0.916,179.8,75.02,2.64,"2023-12-17 20:46:00",198,12604.08,8.28,0,2.099
"2023-12-18 23:59:00",362,12.56,11.17,1.722,20.9,47.81,23.96,75.77,-0.167,-4.024,3.38,0.917,210.5,78.4,3.17,"2023-12-18 16:36:00",326,12156.19,8.13,0,1.993
"2023-12-19 23:59:00",363,12.55,9.7,2.148,19.28,57.45,31.12,84.1,0.971,-0.728,3.297,0.742,152.4,78.13,2.97,"2023-12-19 13:48:00",33,12186.89,8.15,0,1.869
"2023-12-20 23:59:00",364,12.52,9.73,0.852,18.53,51.33,28.46,82.5,-0.771,-2.206,1.418,0.938,205.5,61.12,2.87,"2023-12-20 22:04:00",212,12404.47,8.23,0,1.943
"2023-12-21 23:59:00",365,12.54,10.26,1.318,19.49,54.03,30.69,85.3,0.646,-1.644,4.435,0.836,167.7,83.9,3.55,"2023-12-21 13:35:00",0,12254.55,8.22,0,1.91
"2023-12-22 23:59:00",366,12.54,9.51,1.056,19.22,61.88,33.09,93.7,1.832,-1.827,7.164,0.724,195.1,75.81,2.41,"2023-12-22 16:20:00",317,12338.67,8.22,0,1.824
"2023-12-23 23:59:00",367,12.52,10.44,0.508,21.27,50.04,24.41,82.5,-0.545,-4.34,3.532,0.67,161.4,78.29,2.2,"2023-12-23 16:30:00",348,12572.23,8.3,0,1.981
"2023-12-24 23:59:00",368,12.53,10.44,0.246,22.69,43.89,17.19,74.95,-2.878,-5.799,0.751,0.75,160.9,74.07,3.07,"2023-12-24 15:54:00",20,12574.42,8.08,0,2.042
"2023-12-25 23:59:00",369,12.55,10.9,1.52,20.48,37.8,17.46,62.76,-4.009,-7.13,0.157,0.913,202.7,67.71,3.24,"2023-12-25 15:45:00",257,12425.6,8.28,0,2.04
"2023-12-26 23:59:00",370,12.53,9.47,0.53,19.27,44.15,23.37,74.54,-2.917,-7.266,3.408,0.756,148.8,83.3,3.29,"2023-12-26 12:55:00",39,12215.24,8.2,0,1.86
"2023-12-27 23:59:00",371,12.52,9.94,0.994,21.23,42.64,19.36,68.02,-3.045,-5.981,1.322,0.84,152.1,74.81,3.78,"2023-12-27 15:30:00",47,12493.78,8.23,0,2.007
"2023-12-28 23:59:00",372,12.53,11.3,0.55,23.16,36.84,17.26,64.15,-4.003,-6.82,-0.446,0.756,172.9,75.84,2.69,"2023-12-28 16:12:00",59,11906.85,7.917,0,1.93
"2023-12-29 23:59:00",373,12.58,13.69,4.573,25.24,30.33,10.65,55.29,-4.721,-8.32,-0.191,0.825,178.8,69.08,4.51,"2023-12-29 15:02:00",229,12347.97,7.533,0,2.239
"2023-12-30 23:59:00",374,12.63,12.97,4.209,23.63,29.67,14.42,45.4,-5.082,-7.695,-1.906,0.877,162.9,75.16,3.97,"2023-12-30 05:00:00",223,12460.23,8.33,0,2.098
"2023-12-31 23:59:00",375,12.54,11.7,1.582,22.45,33.27,15.71,57.7,-4.969,-7.863,-1.693,0.702,167.9,79.44,2.32,"2023-12-31 14:37:00",54,11692.55,8.27,0,1.898
"2024-01-01 23:59:00",376,12.6,13.16,6.148,23.12,34.88,18.17,49.01,-2.51,-7.247,1.3,0.699,137.7,78.31,3.18,"2024-01-01 15:52:00",38,9574.269,6.933,0,1.705
"2024-01-02 23:59:00",377,12.54,13,4.32,24,40.82,22.42,60.31,-0.623,-3.557,4.274,0.756,139.8,82.9,3.01,"2024-01-02 06:13:00",189,11489.67,8.13,0,1.967
"2024-01-03 23:59:00",378,12.58,15.27,5.491,26.86,43.65,24.22,68.91,2.18,-0.621,5.676,0.734,181.2,70.74,3.2,"2024-01-03 13:29:00",101,12343.91,8.33,0,2.145
"2024-01-04 23:59:00",379,12.6,16.1,7.066,24.82,37.59,17.7,62.6,0.722,-2.569,6.382,0.983,208.1,76.48,3.84,"2024-01-04 16:59:00",303,11068.41,7.917,0,2.09
"2024-01-05 23:59:00",380,12.64,14.01,8.53,18.89,74.34,32.09,96.7,9.12,-0.238,12.4,1.847,232.1,66.69,10.22,"2024-01-05 06:57:00",144,7364.599,5.383,1.4,1.363
"2024-01-06 23:59:00",381,12.56,11.29,5.532,20.26,76.2,28.41,98.1,6.481,0.792,9.54,0.777,70.57,76.46,3.4,"2024-01-06 15:30:00",34,10897.2,7.883,0,1.703
"2024-01-07 23:59:00",382,12.53,9.72,1.096,21.45,68.25,26.94,98.5,2.849,-1.851,8.03,0.71,166.9,77.2,2.7,"2024-01-07 13:59:00",130,12290.59,8.23,0,1.882
"2024-01-08 23:59:00",383,12.53,11.17,1.137,21.88,51.42,19.41,86.7,-0.024,-4.927,4.618,0.707,183.7,76.78,2.04,"2024-01-08 13:57:00",355,11335.95,8.33,0,1.775
"2024-01-09 23:59:00",384,12.58,12.15,4.532,21.94,44.09,18.56,67.3,-0.561,-6.124,5.273,0.77,190.7,58.98,2.52,"2024-01-09 14:23:00",337,10201.91,8.28,0,1.692
"2024-01-10 23:59:00",385,12.62,13.41,4.976,23.33,56.33,31.63,85,4.285,1.527,6.74,0.868,176.6,81.7,2.73,"2024-01-10 01:42:00",189,12142.92,8.38,0,2.015
"2024-01-11 23:59:00",386,12.57,13.91,4.402,25.11,56.73,23.16,93.7,4.214,1.175,8.64,0.856,179.3,71.96,2.95,"2024-01-11 16:27:00",269,12234.08,8.37,0,2.139
"2024-01-12 23:59:00",387,12.57,13.73,3.825,26.06,47.24,15.77,80.9,1.073,-2.634,4.82,0.656,150.4,73.87,1.89,"2024-01-12 11:24:00",270,12684.72,8.37,0,2.125
"2024-01-13 23:59:00",388,12.59,14.26,3.542,27.93,39.79,12.34,70.02,-1.013,-5.04,4.903,0.599,139.7,78.49,2.57,"2024-01-13 16:46:00",353,12523.02,8.38,0,2.2
"2024-01-14 23:59:00",389,12.6,15,7.076,24.63,34.11,15.65,53.78,-1.216,-4.827,2.376,0.715,178.2,73.27,2.34,"2024-01-14 13:46:00",61,8846.259,7.617,0,1.588
"2024-01-15 23:59:00",390,12.57,14.52,4.29,26.36,37.42,12.35,64.24,-1.196,-5.339,3.367,0.651,162.2,69.98,1.98,"2024-01-15 23:27:00",161,11310.1,7.417,0,1.95
"2024-01-16 23:59:00",391,12.61,14.18,7.419,19.84,40.65,18.47,58.69,0.629,-5.015,7.205,0.968,138.3,87.2,5.99,"2024-01-16 19:52:00",146,3045.84,1.7,0,1.069
"2024-01-17 23:59:00",392,12.58,16.25,9.61,24.04,54.73,27.03,80.4,6.598,1.39,10.69,0.966,213.7,73.03,5.64,"2024-01-17 12:45:00",257,11406.44,7.7,0,2.324
"2024-01-18 23:59:00",393,12.69,15.52,8.11,24.38,71.34,43.34,96.6,9.8,6.585,12.85,0.828,158.9,75.82,3.67,"2024-01-18 15:26:00",46,11306.77,8.27,0,1.976
"2024-01-19 23:59:00",394,12.63,13.68,10.41,19.32,77.53,34.46,95.5,9.47,2.856,12.48,1.12,185.2,68.84,6,"2024-01-19 15:41:00",227,1793.266,0.417,2.2,0.379
"2024-01-20 23:59:00",395,12.51,11.19,4.775,18.45,85.1,56.82,99.2,8.51,4.606,12.52,0.787,143.7,92.9,3.22,"2024-01-20 13:59:00",89,11016.77,7.95,0,1.619
"2024-01-21 23:59:00",396,12.67,11.77,5.18,18.88,83.3,56.8,98.7,8.8,4.915,11.2,0.77,200.8,85,2.7,"2024-01-21 15:20:00",39,13393.21,8.5,0,1.977
"2024-01-22 23:59:00",397,12.69,12.2,4.25,21.76,80.2,41.07,99,8.35,4.089,12.06,0.657,180.6,81.5,2.68,"2024-01-22 17:15:00",66,13650.37,8.52,0,2.137
"2024-01-23 23:59:00",398,12.63,13.93,5.159,23.03,59.94,24.01,96.2,4.824,0.535,10.46,0.909,189.5,74.96,2.82,"2024-01-23 14:47:00",340,14361.68,8.77,0,2.482
"2024-01-24 23:59:00",399,12.61,14.79,4.937,25.47,51.22,25.04,83.3,3.867,0.652,7.442,0.776,188,80.7,2.34,"2024-01-24 03:14:00",135,14350.98,8.82,0,2.442
"2024-01-25 23:59:00",400,12.64,15.84,5.845,27.94,48.1,17.49,82.4,3.443,0.42,8,0.918,198.1,71.47,3.14,"2024-01-25 16:54:00",261,14498.87,8.83,0,2.7
"2024-01-26 23:59:00",401,12.6,15.95,6.512,26.42,42.26,17.61,71.13,1.695,-1.575,5.77,0.797,177.9,80.1,3.28,"2024-01-26 10:49:00",268,14519.19,8.85,0,2.615
"2024-01-27 23:59:00",402,12.66,16.48,6.774,26.66,38.74,18.36,65.31,1.442,-1.289,6.754,0.874,143.1,76.58,4.31,"2024-01-27 16:01:00",105,14708.67,8.87,0,2.714
"2024-01-28 23:59:00",403,12.61,16.34,6.875,26.04,39.68,18.65,66.84,1.511,-0.161,4.223,0.905,202.9,62.58,2.88,"2024-01-28 23:47:00",267,14822,8.88,0,2.753
"2024-01-29 23:59:00",404,12.66,16.29,6.986,25.08,42.91,21.54,73.02,2.957,-0.185,5.664,0.819,108.6,91.3,3.32,"2024-01-29 15:01:00",46,12937.42,8.2,0,2.34
"2024-01-30 23:59:00",405,12.65,16.28,5.482,27.12,41.97,17.74,77.61,1.877,-1.04,6.221,0.87,170.4,81.2,2.79,"2024-01-30 17:32:00",324,14805.04,8.83,0,2.733
"2024-01-31 23:59:00",406,12.6,16.24,6.35,25.04,40.52,18.41,71.19,1.673,-0.909,8.83,0.803,166.4,81.8,2.55,"2024-01-31 00:23:00",242,12367.69,8.35,0,2.252
"2024-02-01 23:59:00",407,12.61,15.45,5.845,25.33,40.33,18.88,68.88,0.812,-1.146,4.907,0.698,174.2,88.5,2.54,"2024-02-01 17:04:00",331,15033.44,8.97,0,2.662
"2024-02-02 23:59:00",408,12.59,15.01,4.916,25.66,40.61,18.53,70.85,0.585,-1.408,4.859,0.787,154.1,79.23,2.97,"2024-02-02 17:40:00",343,15809.83,9.03,0,2.853
"2024-02-03 23:59:00",409,12.62,15.48,4.906,25.96,39.92,16.58,75.08,0.577,-2.111,6.519,0.788,173.3,81.4,3.1,"2024-02-03 16:37:00",341,15779.34,9.08,0,2.789
"2024-02-04 23:59:00",410,12.63,15.82,7.53,25.26,37.92,17.83,63.69,0.589,-2.247,4.911,0.864,115.4,97.3,3.12,"2024-02-04 15:50:00",321,15283.37,9.12,0,2.803
"2024-02-05 23:59:00",411,12.63,15.88,8.79,23.09,34.69,23.35,57.56,-0.115,-5.08,3.37,1.066,244.3,95.4,3.69,"2024-02-05 02:34:00",260,12582.49,8.28,0,2.442
"2024-02-06 23:59:00",412,12.61,14.37,4.714,23.77,34.46,17.01,62.25,-1.806,-4.706,2.932,0.895,178,83.6,3.56,"2024-02-06 16:05:00",349,15959.57,9.08,0,2.805
"2024-02-07 23:59:00",413,12.56,14.26,3.906,24.74,34.56,14.95,70.21,-2.469,-5.301,1.691,0.848,178.7,77.15,2.68,"2024-02-07 16:36:00",330,16444.2,9.22,0,2.909
"2024-02-08 23:59:00",414,12.6,16.33,5.38,25.68,28.44,11.17,58.83,-3.764,-7.292,4.854,1.188,200.1,69.49,5.61,"2024-02-08 15:34:00",236,12638.82,8.2,0,2.767
"2024-02-09 23:59:00",415,12.62,16.33,13.29,20.26,56.05,15.24,95.6,5.249,-7.263,13.66,2.994,216.8,48.05,10.44,"2024-02-09 17:38:00",225,1561.829,0.267,11.8,1.241
"2024-02-10 23:59:00",416,12.6,15.84,12,20.08,75.2,49.58,93.3,11.18,8.37,13.3,1.957,236.4,33.11,8.12,"2024-02-10 00:10:00",254,14246.83,8.25,0,2.536
"2024-02-11 23:59:00",417,12.73,14.32,8.58,21.21,82.7,49.54,98.4,11.05,8.26,13.82,0.655,193.2,86.3,2.52,"2024-02-11 16:38:00",336,12967.47,7.517,0,2.074
"2024-02-12 23:59:00",418,12.69,16.54,8.05,26.3,73.92,40.84,98.5,11.18,7.802,13.79,0.821,158.4,79.74,4.04,"2024-02-12 15:21:00",78,14998.17,9.12,0,2.691
"2024-02-13 23:59:00",419,12.68,18.25,9.79,28.56,68.17,31.49,97.1,11.38,8.45,14.83,0.735,182.7,83,2.35,"2024-02-13 15:34:00",69,14270.65,8.88,0,2.58
"2024-02-14 23:59:00",420,12.67,20.48,11.48,32.03,53.62,18.16,88,8.7,1.164,13.9,0.854,105.9,84,3.39,"2024-02-14 09:25:00",324,16347.53,8.92,0,3.253
"2024-02-15 23:59:00",421,12.66,18.69,13.37,23.71,55.19,27.03,78.96,9.23,2.316,13.64,1.318,264.7,74.47,5.7,"2024-02-15 07:00:00",250,13905.09,8.17,0,2.835
"2024-02-16 23:59:00",422,12.68,16.02,10.88,23.3,75.31,46.82,97.5,11.23,8.08,14.18,0.782,244.1,84.5,3.91,"2024-02-16 13:27:00",341,14429.9,9.07,0,2.508
"2024-02-17 23:59:00",423,12.63,16.17,7.762,25.6,61.3,24.67,94.7,7.473,3.101,11.85,0.777,77.22,82.7,3.43,"2024-02-17 16:50:00",54,17482.75,9.47,0,3.098
"2024-02-18 23:59:00",424,12.66,15.76,6.996,26.55,52.52,23.13,82.9,4.883,3.263,6.741,0.763,201.7,91.9,3.73,"2024-02-18 14:55:00",44,18017.46,9.53,0,3.234
"2024-02-19 23:59:00",425,12.63,17.37,8.82,26.86,46.86,22.82,72.47,4.823,2.94,8.25,1.149,221.7,64.92,5.1,"2024-02-19 14:19:00",249,18019.09,9.57,0,3.597
"2024-02-20 23:59:00",426,12.64,16.91,8.55,25.33,55.46,31.65,84.1,7.333,5.721,10.55,0.808,210.1,85.3,4.15,"2024-02-20 15:29:00",320,17180.38,9.32,0,3.076
"2024-02-21 23:59:00",427,12.64,18.34,7.794,27.71,47.4,19.68,86.3,5.329,-1.068,9.62,1.075,230.7,79.34,3.85,"2024-02-21 14:15:00",337,18534.4,9.68,0,3.616
"2024-02-22 23:59:00",428,12.67,17.02,7.823,26.81,45.95,12.5,81.5,3.441,-5.562,8.35,0.983,203.8,77.93,4.62,"2024-02-22 16:02:00",317,18105.35,9.13,0,3.485
"2024-02-23 23:59:00",429,12.65,15.56,12.38,21.4,69.37,45.32,91,9.66,5.536,11.24,1.697,275,70.07,5.78,"2024-02-23 13:24:00",273,13428.34,8.17,0,2.536
"2024-02-24 23:59:00",430,12.61,13.67,6.329,19.9,63.07,38.56,88.3,6.304,4.107,9.1,0.868,10.66,92.2,4.16,"2024-02-24 14:22:00",332,17174.36,9.15,0,2.761
"2024-02-25 23:59:00",431,12.59,13.92,4.33,23.64,58.25,26.11,93.9,4.353,0.6,7.607,0.865,260.9,94.7,4.08,"2024-02-25 17:00:00",260,19106.29,9.8,0,3.319
"2024-02-26 23:59:00",432,12.64,13.33,6.168,20.4,71.03,43.53,94.3,7.741,2.561,12.07,1.577,266.6,68.75,5.93,"2024-02-26 18:28:00",324,16295.88,8.72,0.5,2.81
"2024-02-27 23:59:00",433,12.63,11.84,7.602,17.03,65.8,33.93,92.8,4.991,0.198,10.15,1.348,275.2,63.89,4.98,"2024-02-27 13:56:00",301,14229.08,9.13,0,2.377
"2024-02-28 23:59:00",434,12.58,10.07,2.198,18.94,57.79,20.68,92.7,0.7,-5.059,4.636,0.827,190.9,91.7,2.94,"2024-02-28 18:33:00",324,19515.85,9.92,0,3.049
"2024-02-29 23:59:00",435,12.63,12.2,1.804,22.59,53.17,20.91,90.8,1.229,-2.195,5.499,0.846,136.2,90.7,4.64,"2024-02-29 15:21:00",318,19731.26,10,0,3.361
"2024-03-01 23:59:00",436,12.67,13.32,4.492,23.43,56.87,21.02,93.6,3.466,-2.023,6.249,0.769,35.44,93.2,3.73,"2024-03-01 15:38:00",358,18642.36,9.68,0,3.181
"2024-03-02 23:59:00",437,12.65,13.29,6.512,20.35,57.86,24.85,85,4.187,-1.57,6.873,1.209,258.7,48.99,3.99,"2024-03-02 17:26:00",262,18540.55,9.62,0,3.087
"2024-03-03 23:59:00",438,12.63,13.61,6.108,21.16,61.59,35.33,89.2,5.703,3.001,8.23,1.045,185,100.6,4.04,"2024-03-03 15:31:00",333,19752.84,9.88,0,3.324
"2024-03-04 23:59:00",439,12.63,14.89,5.653,24.26,60.28,24.52,93.9,5.816,2.335,8.74,0.798,12.19,90.1,4.25,"2024-03-04 14:39:00",3,19976.72,9.85,0,3.51
"2024-03-05 23:59:00",440,12.65,15.32,7.965,23.48,59.17,32.55,89,6.636,4.685,9.26,0.844,211.3,78.22,3.6,"2024-03-05 14:43:00",334,15171.55,9.42,0,2.61
"2024-03-06 23:59:00",441,12.66,17.24,7.762,26.85,53.75,22.48,89.4,6.511,2.282,9.87,1.062,245.8,68.46,3.83,"2024-03-06 18:25:00",254,19485.75,9.85,0,3.616
"2024-03-07 23:59:00",442,12.66,15.84,9.32,24.04,61.97,20.69,95.9,6.774,-1.232,11.06,2.118,242.3,50.06,9.6,"2024-03-07 18:50:00",310,20014.54,9.68,2.3,4.227
"2024-03-08 23:59:00",443,12.66,13.11,9.48,18.71,70.51,33.29,96.3,7.133,1.088,10.75,1.347,237.4,56.43,4.76,"2024-03-08 15:30:00",284,10973.42,7.967,2.6,1.881
"2024-03-09 23:59:00",444,12.68,14.99,8.47,22.07,59.72,38.13,78.95,6.941,3.117,12.53,3.063,236.5,45.23,11,"2024-03-09 13:00:00",244,8374.332,7.6,0,2.598
"2024-03-10 23:59:00",445,12.67,14.42,11.13,19.18,78.03,51.05,97.4,10.37,6.087,12.75,2.12,248.1,70.2,7.05,"2024-03-10 06:01:00",227,12855.07,8.98,1.2,2.263
"2024-03-11 23:59:00",446,12.69,15.44,8.5,22.4,72.62,39.31,97,9.9,6.938,12.99,0.794,11.35,90.4,3.94,"2024-03-11 12:46:00",64,18516.8,9.72,0,3.124
"2024-03-12 23:59:00",447,12.68,17.12,8.3,27.55,66.15,26.92,97,9.53,6.44,12.68,0.792,185,84.1,4.28,"2024-03-12 15:38:00",46,17545.49,9.48,0,3.179
"2024-03-13 23:59:00",448,12.67,15.44,11.55,19.65,73.63,56.77,95.7,10.63,7.85,13.53,1.397,257.3,68.6,5.41,"2024-03-13 12:54:00",320,10108.07,8.28,0.2,1.956
"2024-03-14 23:59:00",449,12.65,16.13,8.18,24.76,71.6,31.26,98.6,9.84,6.067,14.16,0.867,208.6,95.1,4.02,"2024-03-14 13:49:00",88,13704.28,9.68,0,2.476
"2024-03-15 23:59:00",450,12.67,18.95,9.14,28.79,58.89,20.34,96.7,9,3.204,13.9,0.889,169.6,83.3,3.6,"2024-03-15 12:06:00",120,17175.97,10,0,3.321
"2024-03-16 23:59:00",451,12.66,21.32,9.5,33.26,42.54,10.37,84.8,5.096,-2.851,10.05,0.926,180.2,82.3,4.02,"2024-03-16 16:52:00",301,17835.21,10.2,0,3.854
"2024-03-17 23:59:00",452,12.69,24.71,11.67,34.74,29.59,10.38,63.09,3.884,-1.412,9.96,1.149,198.6,100.8,4.41,"2024-03-17 15:27:00",333,17229.43,10.32,0,4.073
"2024-03-18 23:59:00",453,12.68,24.77,14.45,34.21,30.43,11.34,56.58,5.134,-0.88,8.28,1.276,131.5,98,4.61,"2024-03-18 19:46:00",277,14986.14,9.33,0,3.745
"2024-03-19 23:59:00",454,12.64,24.25,13.55,34.09,33.56,9.32,66.54,5.071,-3.263,12.53,1.293,272.2,92.7,6.49,"2024-03-19 18:51:00",322,18054.98,9.98,0,4.349
"2024-03-20 23:59:00",455,12.66,16.25,13.59,20.69,75.37,48.95,91.7,11.63,9.1,13.03,1.677,260.6,60.79,4.82,"2024-03-20 22:39:00",323,6994.593,6.1,0,1.322
"2024-03-21 23:59:00",456,12.65,16.68,14.06,21.49,61.3,42.98,75.92,9.02,7.812,10.41,1.665,255.2,64.97,5.39,"2024-03-21 11:49:00",269,10208.92,8.53,0,2.093
"2024-03-22 23:59:00",457,12.72,16.77,11.36,23.67,66.02,36.15,88.5,9.93,6.802,11.44,1.264,256.1,79.78,4.32,"2024-03-22 00:58:00",235,12850.04,8.95,0,2.356
"2024-03-23 23:59:00",458,12.71,18.42,11.69,27.03,58.69,33.61,89.4,9.44,6.615,12.42,1.031,265,96.8,4.45,"2024-03-23 15:01:00",57,13092.04,9.18,0,2.701
"2024-03-24 23:59:00",459,12.66,16.12,12.14,23.37,71.65,41.32,93.2,10.69,6.346,13.49,2.021,232.8,70.98,7.87,"2024-03-24 16:56:00",309,8835.351,6.9,33.5,2.177
"2024-03-25 23:59:00",460,12.64,14.14,12.28,17.18,83.2,55.12,97,11.19,7.555,13.31,2.192,224.6,54.64,8.23,"2024-03-25 14:35:00",269,6596.896,6.4,2.3,1.464
